wissen ||| know
macht ||| makes
voodoo ||| voodoo
voodoo so ||| voodoo so
voodoo so interessant ||| voodoo so interesting
so ||| so
so interessant ||| so interesting
interessant ||| interesting
ist ||| is
ist ||| is that
ist ||| is that it
diese ||| it 's this
diese ||| 's this
diese ||| this
lebenden ||| living
beziehung ||| relationship
beziehung zwischen ||| relationship between
zwischen ||| between
und ||| living and
und ||| living and the
und ||| and
und ||| and the
. ||| .
lebenden ||| living
lebenden ||| living give
lebenden gebären ||| living give birth
gebären ||| give birth
gebären ||| give birth to
gebären ||| birth
gebären ||| birth to
gebären ||| birth to the
geister ||| to the spirits
geister ||| the spirits
geister . ||| the spirits .
geister ||| spirits
geister . ||| spirits .
. ||| .
geister ||| spirits
geister können ||| spirits can
können ||| can
großen ||| beneath the great
großen ||| the great
großen wasser ||| the great water
großen ||| great
großen wasser ||| great water
wasser ||| water
seele ||| displace the soul
seele ||| the soul
seele ||| the soul of
seele ||| soul
seele ||| soul of
seele ||| soul of the
lebenden ||| of the living
lebenden ||| the living
lebenden ||| the living ,
lebenden ||| living
lebenden ||| living ,
so ||| , so
so dass ||| , so that
so ||| so
so dass ||| so that
dass ||| that
für ||| for
für ||| for that
für ||| for that brief
moment ||| brief shining moment
moment ||| shining moment
moment ||| shining moment ,
moment ||| moment
moment ||| moment ,
moment ||| moment , the
gott ||| becomes the god
gott ||| the god
gott ||| god
. ||| .
sagen ||| say
sagen ||| say that
`` ||| that ``
`` ||| that `` you
`` ||| ``
`` ||| `` you
`` ||| `` you white
und ||| to church and
und ||| church and
und ||| church and speak
und ||| and
und ||| and speak
gott ||| god
wir ||| we
wir tanzen ||| we dance
wir tanzen im ||| we dance in
tanzen ||| dance
tanzen im ||| dance in
tanzen im ||| dance in the
im ||| in
im ||| in the
im tempel ||| in the temple
tempel ||| the temple
tempel und ||| the temple and
tempel ||| temple
tempel und ||| temple and
tempel und ||| temple and become
und ||| and
und ||| and become
gott ||| become god
gott ||| god
'' ||| ''
und ||| and
und weil ||| and because
weil ||| because
eingenommen ||| you are taken
eingenommen ||| are taken
eingenommen ||| are taken by
eingenommen ||| taken
eingenommen ||| taken by
dem ||| by the
dem geist ||| by the spirit
dem ||| the
dem geist ||| the spirit
dem geist ||| the spirit --
geist ||| spirit
geist ||| spirit --
dir ||| -- how
kann dir ||| -- how can
dir ||| how
kann dir ||| how can
kann dir ||| how can you
kann ||| can
kann ||| can you
werden ||| you be
werden ||| you be harmed
werden ||| be
werden ||| be harmed
werden ? ||| be harmed ?
? ||| harmed ?
? ||| ?
so ||| so
sie ||| you
diese ||| these
erstaunliche ||| astonishing
erstaunliche ||| astonishing demonstrations
erstaunliche ||| astonishing demonstrations :
voodoo-akolythen ||| demonstrations : voodoo
voodoo-akolythen ||| : voodoo
voodoo-akolythen ||| : voodoo acolytes
voodoo-akolythen ||| voodoo
voodoo-akolythen ||| voodoo acolytes
ohne ||| burning embers with
ohne ||| embers with
ohne ||| embers with impunity
ohne ||| with
ohne ||| with impunity
fähigkeit ||| ability
fähigkeit ||| ability of
fähigkeit ||| ability of the
zu ||| the mind to
zu ||| mind to
zu ||| mind to affect
zu ||| to
zu ||| to affect
zu ||| to affect the
körper ||| affect the body
körper ||| the body
körper ||| body
dass ||| that
dass ||| that bears
. ||| extreme excitation .
. ||| excitation .
. ||| .
nun ||| now
allen ||| all
außergewöhnlichsten ||| , the most
außergewöhnlichsten ||| the most
außergewöhnlichsten ||| the most extraordinary
außergewöhnlichsten ||| most
außergewöhnlichsten ||| most extraordinary
außergewöhnlichsten ||| most extraordinary are
kogi ||| are the kogi
kogi ||| the kogi
kogi ||| the kogi of
kogi ||| kogi
kogi ||| kogi of
kogi ||| kogi of the
sierra ||| of the sierra
sierra ||| the sierra
sierra ||| sierra
in ||| santa marta in
in ||| marta in
in ||| marta in northern
in ||| in
in ||| in northern
in ||| in northern colombia
. ||| northern colombia .
. ||| colombia .
. ||| .
alten ||| ancient
alten ||| ancient tairona
alten ||| ancient tairona civilization
volk ||| , these people
volk ||| these people
volk ||| these people retreated
volk ||| people
volk ||| people retreated
zog ||| retreated into
zog ||| into
zurück ||| an
zurück ||| an isolated
zurück ||| an isolated volcanic
. ||| coastal plain .
. ||| plain .
. ||| .
in ||| in
in einem ||| in a
einem ||| a
kontinent ||| continent
diese ||| these
diese menschen ||| these people
diese menschen ||| these people alone
menschen ||| people
menschen ||| people alone
waren ||| alone were
waren ||| were
nie ||| never
nie ||| never conquered
nie ||| never conquered by
. ||| spanish .
. ||| .
tag ||| this day
tag ||| day
werden sie ||| they
werden sie ||| they remain
werden sie ||| they remain ruled
einer ||| ruled by a
einer ||| by a
einer ||| by a ritual
einer ||| a
einer ||| a ritual
jedoch ||| but
die ||| the
die ||| the training
die ||| the training for
ist ||| the priesthood is
ist ||| priesthood is
ist ||| priesthood is rather
ist ||| is
ist ||| is rather
ist ||| is rather extraordinary
jungen ||| young
jungen ||| young acolytes
werden ||| acolytes are
werden ||| acolytes are taken
werden ||| are
werden ||| are taken
werden ||| are taken away
ihrer ||| away from their
ihrer ||| from their
ihrer ||| from their families
ihrer ||| their
ihrer ||| their families
ihrer ||| their families at
alter ||| at the age
alter ||| the age
alter ||| age
drei ||| three
vier ||| four
einer ||| a
einer ||| a shadowy
welt ||| shadowy world
welt ||| shadowy world of
welt ||| world
welt ||| world of
welt ||| world of darkness
gletscher ||| base of glaciers
gletscher ||| of glaciers
gletscher für ||| of glaciers for
gletscher ||| glaciers
gletscher für ||| glaciers for
gletscher für 18 ||| glaciers for 18
für ||| for
für 18 ||| for 18
18 ||| 18
zwei ||| : two
zwei ||| : two nine-year
zwei ||| two
zwei ||| two nine-year
zwei ||| two nine-year periods
absichtlich ||| nine-year periods deliberately
absichtlich ||| periods deliberately
absichtlich gewählt ||| periods deliberately chosen
absichtlich ||| deliberately
absichtlich gewählt ||| deliberately chosen
gewählt ||| chosen
um ||| to
um ||| to mimic
um ||| to mimic the
verbringen ||| spend
verbringen ||| spend in
verbringen ||| spend in their
großen ||| of the great
großen ||| the great
großen ||| the great mother
großen ||| great
großen ||| great mother
zeit ||| this entire time
zeit ||| entire time
zeit ||| time
sie ||| they
sie ||| they are
sie ||| they are inculturated
dieser ||| of
oder ||| or
sagen ||| might say
sagen ||| might say the
sagen ||| say
sagen ||| say the
sagen ||| say the ecological
ende ||| end
diesem ||| this
diesem ||| this amazing
diesem ||| this amazing initiation
eines ||| one
eines tages ||| one day
eines tages ||| one day they
tages ||| day
tages ||| day they
tages ||| day they 're
draußen ||| taken out
draußen ||| taken out and
draußen ||| out
draußen ||| out and
draußen ||| out and for
ihrem ||| their
ihrem ||| their lives
ihrem ||| their lives ,
alter ||| at the age
alter ||| the age
alter ||| the age of
alter ||| age
alter ||| age of
18 ||| of 18
18 ||| of 18 ,
18 ||| 18
18 ||| 18 ,
18 ||| 18 , they
werden ||| and in that
werden ||| in that
werden ||| in that crystal
werden ||| that
werden ||| that crystal
moment ||| crystal moment
moment ||| crystal moment of
moment ||| moment
moment ||| moment of
moment ||| moment of awareness
sonne ||| the sun
sonne ||| the sun begins
sonne ||| sun
sonne ||| sun begins
landschaft ||| stunningly beautiful landscape
landschaft ||| beautiful landscape
landschaft ||| beautiful landscape ,
landschaft ||| landscape
landschaft ||| landscape ,
landschaft ||| landscape , suddenly
alles ||| , suddenly everything
alles ||| suddenly everything
alles ||| suddenly everything they
alles ||| everything
alles ||| everything they
haben ||| they have
haben ||| they have learned
haben ||| have
haben ||| have learned
haben ||| have learned in
ist ||| the abstract is
ist ||| abstract is
ist ||| abstract is affirmed
ist ||| is
ist ||| is affirmed
ist ||| is affirmed in
zurück ||| priest steps back
zurück ||| steps back
zurück ||| steps back and
zurück ||| back
zurück ||| back and
sagt ||| and says
sagt ||| and says ,
sagt ||| says
sagt ||| says ,
`` ||| , ``
`` ||| ``
? ||| see ?
? es ||| see ? it
? ||| ?
? es ||| ? it
es ||| it
wird ||| 's
wirklich ||| really
wirklich ||| really as
ist ||| is
ist ||| is that
ist ||| is that beautiful
'' ||| protect . ''
'' ||| . ''
'' ||| ''
sie ||| they
sie nennen ||| they call
sie nennen ||| they call themselves
nennen ||| call
nennen ||| call themselves
und ||| '' and
und ||| '' and they
und ||| and
und ||| and they
und sagen ||| and they say
sagen ||| they say
sagen ||| say
verantwortlich ||| the ones responsible
verantwortlich ||| ones responsible
verantwortlich ||| responsible
für ||| for
für ||| for destroying
für ||| for destroying the
welt ||| destroying the world
welt ||| the world
welt ||| world
. ||| .
nun ||| now
nun ||| now ,
nun diese ||| now , this
diese ||| , this
diese ebene ||| , this level
diese ||| this
diese ebene ||| this level
ebene ||| level
der intuition wird ||| of intuition
der intuition wird ||| of intuition becomes
intuition ||| intuition
intuition ||| intuition becomes
sehr ||| becomes very
sehr wichtig ||| becomes very important
sehr ||| very
sehr wichtig ||| very important
sehr wichtig . ||| very important .
wichtig ||| important
wichtig . ||| important .
. ||| .
denken ||| think
eingeborene ||| indigenous
menschen ||| people
landschaft ||| landscape
entweder ||| we either
entweder ||| either
ist ||| '' which is
ist ||| which is
ist ||| is
natur ||| an
natur ||| an idea
natur ||| an idea racist
in ||| idea racist in
in ||| racist in
in ||| racist in its
in ||| in
in ||| in its
in ||| in its simplicity
oder ||| simplicity , or
oder ||| , or
oder ||| , or alternatively
oder ||| or
oder ||| or alternatively
oder ||| or alternatively ,
sagen ||| thoreau and say
sagen ||| and say
sagen ||| say
sind ||| people are
sind ||| people are closer
sind ||| are
sind ||| are closer
als ||| the earth than
als ||| earth than
als ||| earth than we
als ||| than
als ||| than we
als ||| than we are
. ||| we are .
. ||| are .
. ||| .
eingeborene ||| indigenous
eingeborene ||| indigenous people
wird ||| there 's
wird ||| 's
oder ||| the asmat or
oder ||| asmat or
oder ||| asmat or in
oder ||| or
oder ||| or in
oder ||| or in the
tibet ||| winds of tibet
tibet ||| of tibet
tibet ||| tibet
haben ||| have
haben ||| have ,
haben ||| have , nevertheless
durch ||| nevertheless , through
durch ||| , through
durch zeit ||| , through time
durch ||| through
durch zeit ||| through time
durch zeit und ||| through time and
zeit ||| time
zeit und ||| time and
zeit und ||| time and ritual
und ||| and
und ||| and ritual
und ||| and ritual ,
bewusst ||| of being
bewusst ||| of being self-consciously
bewusst ||| being
bewusst ||| being self-consciously
bewusst ||| being self-consciously close
es ||| it
es ||| it ,
es ||| it , but
weit ||| on a far
weit ||| a far
weit ||| a far subtler
weit ||| far
weit ||| far subtler
intuition ||| subtler intuition
intuition ||| subtler intuition :
intuition ||| intuition
intuition ||| intuition :
intuition ||| intuition : the
kann ||| earth itself can
kann ||| itself can
kann ||| itself can only
kann ||| can
kann ||| can only
existieren kann ||| can only exist
existieren ||| only exist
existieren ||| exist
weil ||| because
weil ||| because it
weil ||| because it is
menschliche ||| being by human
menschliche ||| by human
menschliche ||| by human consciousness
menschliche ||| human
menschliche ||| human consciousness
. ||| consciousness .
. ||| .
nun ||| now
nun , ||| now ,
nun , was ||| now , what
, ||| ,
, was ||| , what
, was bedeutet ||| , what does
was ||| what
was bedeutet ||| what does
was bedeutet das ||| what does that
bedeutet ||| does
bedeutet das ||| does that
bedeutet das ||| does that mean
das ||| that
das ||| that mean
das ? ||| that mean ?
? ||| mean ?
? ||| ?
es ||| it
es bedeutet ||| it means
bedeutet ||| means
anden ||| andes
anden ||| andes who
wird ||| who 's
wird ||| who 's raised
wird ||| 's
wird ||| 's raised
und ||| human being and
und ||| being and
und ||| and
haben ||| have
haben ||| have a
haben ||| have a different
beziehung ||| a different relationship
beziehung ||| different relationship
beziehung ||| different relationship to
beziehung ||| relationship
beziehung ||| relationship to
beziehung ||| relationship to that
ort ||| or that place
ort ||| that place
ort ||| place
als ||| than
als ||| than a
als ||| than a young
haufen ||| is a pile
haufen ||| a pile
haufen ||| pile
ob ||| whether
ob er ||| whether it
ob er ||| whether it 's
er ||| it
er ||| it 's
er ||| it 's the
aufenthaltsort ||| 's the abode
aufenthaltsort ||| the abode
aufenthaltsort ||| abode
geistes ||| of
oder ||| spirit or
oder ||| spirit or a
oder ||| or
oder ||| or a
haufen ||| a pile
haufen ||| a pile of
haufen ||| pile
haufen ||| pile of
interessante ||| what 's interesting
interessante ||| 's interesting
interessante ist ||| 's interesting is
interessante ||| interesting
interessante ist ||| interesting is
ist ||| is
metapher ||| metaphor
welche ||| that
welche ||| that defines
welche ||| that defines the
beziehung ||| defines the relationship
beziehung ||| the relationship
beziehung zwischen ||| the relationship between
beziehung ||| relationship
beziehung zwischen ||| relationship between
beziehung zwischen ||| relationship between the
zwischen ||| between
zwischen ||| between the
individuum ||| the individual
individuum und ||| the individual and
individuum ||| individual
individuum und ||| individual and
individuum und ||| individual and the
und ||| and
und ||| and the
und ||| and the natural
ich ||| i
ich ||| i was
ich ||| i was raised
in ||| was raised in
in ||| raised in
in ||| in
werden ||| existed to be
werden ||| to be
werden ||| to be cut
werden ||| be
werden ||| be cut
machte ||| made
machte mich ||| made me
mich ||| me
einem ||| a
einem ||| a different
einem ||| a different human
als ||| human being than
als ||| being than
als meine ||| being than my
als ||| than
als meine ||| than my
als meine freunde ||| than my friends
meine ||| my
meine freunde ||| my friends
meine freunde ||| my friends amongst
freunde ||| friends
freunde ||| friends amongst
wälder ||| that those forests
wälder ||| those forests
wälder ||| those forests were
wälder ||| forests
